1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,SUM,Day/Hour
0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.5,1.2,2.08,1.45,1.94,1.15,0.65,0.58,0.72,0.36,0.05,0.0,0.0,0.0,0.0,0.0,0.0,10.9,1
0.0,0.0,0.0,0.0,0.0,0.01,0.26,0.52,1.01,1.15,1.29,1.49,1.45,1.3,0.88,0.42,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,2
0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.34,0.29,0.2,0.65,0.86,0.74,0.87,0.53,0.29,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3
0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.69,1.83,1.68,0.82,2.53,1.69,0.74,0.64,0.41,0.18,0.03,0.0,0.0,0.0,0.0,0.0,0.0,11.4,4
0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.48,0.85,1.51,1.4,2.23,2.3,2.87,2.41,1.25,0.52,0.03,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5
0.0,0.0,0.0,0.0,0.0,0.01,0.35,1.18,1.88,2.37,3.08,3.29,3.18,2.76,2.28,0.43,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6
0.0,0.0,0.0,0.0,0.0,0.01,0.37,1.27,1.99,2.63,3.1,3.3,3.19,1.48,1.44,0.7,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,19.9,7
0.0,0.0,0.0,0.0,0.0,0.0,0.32,1.22,1.97,2.67,3.19,2.76,1.48,0.8,0.7,0.41,0.13,0.02,0.0,0.0,0.0,0.0,0.0,0.0,15.7,8
0.0,0.0,0.0,0.0,0.0,0.0,0.22,1.08,2.05,2.06,2.42,1.48,1.07,0.66,0.3,0.23,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.0,11.7,9
0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.34,0.64,1.32,1.77,1.02,0.58,0.39,0.22,0.16,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,6.6,10
0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.36,1.24,1.71,1.53,0.86,0.5,0.34,0.19,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11
0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.62,0.74,1.2,1.84,3.37,3.38,1.3,0.78,0.43,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,13.9,12
0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.46,1.68,2.53,3.12,3.39,2.62,1.49,1.81,1.05,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.0,18.6,13
0.0,0.0,0.0,0.0,0.0,0.0,0.32,1.09,1.88,2.51,2.98,3.16,3.06,2.71,2.14,0.84,0.23,0.02,0.0,0.0,0.0,0.0,0.0,0.0,20.9,14
0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.73,1.79,2.5,3.06,3.08,3.11,1.89,0.76,0.17,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,15
0.0,0.0,0.0,0.0,0.0,0.01,0.32,1.13,1.87,2.56,2.89,3.01,2.52,2.0,1.63,0.79,0.42,0.03,0.0,0.0,0.0,0.0,0.0,0.0,19.2,16
0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.77,1.47,2.48,2.9,3.05,3.01,2.66,2.06,1.19,0.16,0.01,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17
0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.09,1.88,2.51,2.96,3.16,3.0,2.61,2.03,1.27,0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,21.2,18
0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.11,1.9,2.51,2.92,3.09,2.98,2.61,1.91,1.24,0.38,0.01,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19
0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.19,0.81,1.04,1.19,1.63,1.33,1.65,0.92,0.54,0.31,0.02,0.0,0.0,0.0,0.0,0.0,0.0,9.7,20
0.0,0.0,0.0,0.0,0.0,0.01,0.16,0.23,0.85,1.88,2.24,2.94,1.78,1.57,0.97,0.62,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,13.4,21
0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.97,1.79,2.4,2.9,2.84,2.79,2.59,1.33,0.65,0.22,0.01,0.0,0.0,0.0,0.0,0.0,0.0,18.6,22
0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.25,0.69,0.88,1.06,2.42,1.23,0.92,0.75,0.41,0.23,0.01,0.0,0.0,0.0,0.0,0.0,0.0,9.0,23
0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.37,0.56,0.69,0.61,0.75,0.53,0.31,0.15,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,4.3,24
0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.23,1.61,2.32,1.67,1.68,1.1,0.5,0.5,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,25
0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.13,0.19,0.49,0.76,0.76,0.77,0.71,0.59,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,26
0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.39,1.0,2.13,2.68,3.02,2.88,2.4,1.82,0.72,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,27
0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.78,0.99,2.38,2.77,3.07,1.9,0.91,0.58,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,28
0.0,0.0,0.0,0.0,0.0,0.0,0.16,1.02,1.95,2.5,2.47,3.02,2.32,2.24,0.77,0.41,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,29
0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.33,0.37,0.87,0.86,1.06,1.41,0.77,0.23,0.08,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.0,6.2,30
0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.04,0.06,0.09,0.1,0.11,0.09,0.07,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,31
0,0,0,0,0,0.1,5.4,19.7,38.8,55.7,62.8,70.2,59.4,45.0,32.1,16.5,5.4,0.4,0.0,0,0,0,0,0,,總和
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,日/時
